,SLR_sm_Relative H,SLR_sm_Precipitat,SLR_sm_Wind Speed,SLR_sm_Atmospheri,SLR_sm_Net Radiat,SLR_sm_Wind Direc,SLR_sm_Global Rad,SLR_sm_Temperatur,SLR_sm_traffic,SLR_0-15m,SLR_15-30m,SLR_30-45m,SLR_45-60m,SLR_EURO_3,SLR_EURO_2,SLR_EURO_4,SLR_EURO_5,SLR_EURO_1,SLR_EURO_6,SLR_EURO_7,SLR_VType_4,SLR_VType_3,SLR_VType_1,SLR_VType_2,SLR_FType_1,SLR_FType_2,SLR_FType_4,SLR_FType_5,SLR_FType_3,SLR_DPF_2,SLR_DPF_1,SLR_small_len,SLR_med_len,SLR_weekend,SLR_morning,SLR_mid_day,SLR_evening
120,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
121,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
122,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
123,Acceptable,Good,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
124,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
125,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
126,Acceptable,Acceptable,,,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
127,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
128,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
129,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
130,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
131,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
132,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
133,Mediocre,Mediocre,Mediocre,Good,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
134,Acceptable,Acceptable,,Good,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
135,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
136,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
137,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
138,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Good,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
139,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
140,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
141,Mediocre,Mediocre,Mediocre,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
142,Mediocre,Mediocre,Mediocre,Good,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
143,Acceptable,,Good,Good,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
144,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
145,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
146,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
147,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
148,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
149,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
150,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
151,Acceptable,Mediocre,Acceptable,Good,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
152,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
153,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
154,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
155,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
156,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
157,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
158,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
159,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
160,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
161,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
162,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
163,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
164,Acceptable,Mediocre,Acceptable,Good,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
165,Acceptable,Mediocre,,Good,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
166,Acceptable,Acceptable,,,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
167,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
168,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
169,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
170,Acceptable,Mediocre,Acceptable,Good,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
171,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Good,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
172,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
173,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
174,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
175,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
176,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
177,Acceptable,,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
178,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
179,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
180,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
